analysis,label,pathway,n_genes_in_model,cohens_d,null_mean_abs_d,null_q95_abs_d,p_empirical,p_floor,n_draws,model
meta_analysis,CICQ,HALLMARK ADIPOGENESIS,142,1.8939142317306947,0.7233784153348902,1.7056626417535146,0.029970029970029972,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK ALLOGRAFT REJECTION,133,-0.16216734172709366,0.7142832020236388,1.6653054941589431,0.8781218781218781,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK ANDROGEN RESPONSE,75,-1.8815582936357242,0.7133281659015246,1.6508547368201194,0.030969030969030968,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK ANGIOGENESIS,28,-0.14875647339078418,0.7353182328446893,1.77468067321461,0.8807615230460922,0.001002004008016032,997,scaled
meta_analysis,CICQ,HALLMARK APICAL JUNCTION,152,-0.3105777687411626,0.7297115381758987,1.6885521691210847,0.7502497502497503,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK APICAL SURFACE,31,0.6478352983206974,0.6989565773877197,1.7295169048574142,0.4542713567839196,0.0010050251256281408,994,scaled
meta_analysis,CICQ,HALLMARK APOPTOSIS,123,-0.4622504271758282,0.7254871759991456,1.733750604018189,0.6183816183816184,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK BILE ACID METABOLISM,79,-0.31812627937992866,0.7397360639913161,1.776930197325508,0.7502497502497503,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK CHOLESTEROL HOMEOSTASIS,58,-0.26047435122762,0.6952604605209244,1.6225747345169363,0.7762237762237763,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK COAGULATION,77,0.4445786389237867,0.697705145652315,1.6801335968284745,0.6173826173826173,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK COMPLEMENT,127,1.115952976390425,0.7038438626496202,1.7498522179059912,0.19080919080919082,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK DNA REPAIR,93,0.4657238455110693,0.7248193770667203,1.6991771623555072,0.6213786213786214,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK E2F TARGETS,136,0.1928825607989651,0.6998768960397533,1.7097323900107109,0.8281718281718282,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,153,-0.9636361261758608,0.7290578975887333,1.776601702849456,0.3036963036963037,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK ESTROGEN RESPONSE EARLY,150,1.081377716944914,0.7262464802202848,1.6847402942511815,0.23076923076923078,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK ESTROGEN RESPONSE LATE,150,-0.298166572653297,0.7207855916725211,1.7311165464807876,0.7262737262737263,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK FATTY ACID METABOLISM,107,0.8893229322894056,0.7003139185989221,1.6653410413278795,0.3166833166833167,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK G2M CHECKPOINT,142,0.39148500951264975,0.7272852458464258,1.7254587799552776,0.6803196803196803,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK GLYCOLYSIS,139,0.6717693958402396,0.7138601814357592,1.6865062431692581,0.46353646353646355,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK HEDGEHOG SIGNALING,32,-1.4342568368490827,0.712720574397577,1.6603696061173239,0.094,0.001,999,scaled
meta_analysis,CICQ,HALLMARK HEME METABOLISM,142,2.027641535255442,0.7237653073822025,1.7319868443007964,0.013986013986013986,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK HYPOXIA,142,1.558625897526385,0.7656728024966808,1.8393191831705478,0.09290709290709291,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK IL2 STAT5 SIGNALING,148,1.0840232673556989,0.7154261781924508,1.7062221624700038,0.22977022977022976,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK IL6 JAK STAT3 SIGNALING,57,1.4259554797452567,0.697589491513771,1.617149512930387,0.08491508491508491,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK INFLAMMATORY RESPONSE,146,0.07229764734232885,0.7406352075697555,1.6633595459327857,0.942057942057942,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK INTERFERON ALPHA RESPONSE,66,0.31453277702288324,0.7235866451106647,1.6759092081648852,0.7452547452547452,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK INTERFERON GAMMA RESPONSE,134,-0.5062018087593972,0.7138276578587206,1.699296259285009,0.5704295704295704,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK KRAS SIGNALING DN,110,-0.1614527302853198,0.7256772602649236,1.7389496096163928,0.8731268731268731,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK KRAS SIGNALING UP,155,2.3202465726064196,0.7176464075747399,1.7520515105165493,0.008991008991008992,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK MITOTIC SPINDLE,159,0.579257500520788,0.7114036820103352,1.649824482292967,0.5324675324675324,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK MTORC1 SIGNALING,131,0.20483903891646377,0.7332518466791448,1.758174912669452,0.8371628371628371,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK MYC TARGETS,137,0.7332092354182507,0.7229820151699818,1.737503122028948,0.4255744255744256,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK MYOGENESIS,156,0.4703275805116526,0.7421980163336982,1.7338747442773461,0.6333666333666333,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK NOTCH SIGNALING,26,-0.2243725364583635,0.7111107041773679,1.736846021090572,0.7903225806451613,0.0010080645161290322,991,scaled
meta_analysis,CICQ,HALLMARK OXIDATIVE PHOSPHORYLATION,103,-0.2138920141085496,0.7237454105749236,1.6879667735499413,0.8131868131868132,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK P53 PATHWAY,141,0.5831318507220533,0.7456156525564579,1.6881534360509576,0.5624375624375625,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK PANCREAS BETA CELLS,19,0.9817363277733714,0.7137441995419299,1.7660189812684333,0.28024819027921405,0.001034126163391934,966,scaled
meta_analysis,CICQ,HALLMARK PEROXISOME,78,0.9150926952396182,0.6833148174395808,1.5902457623761639,0.2647352647352647,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK PI3K AKT MTOR SIGNALING,77,-0.20850105455496398,0.704580666073202,1.6865195801637267,0.8191808191808192,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK PROTEIN SECRETION,76,0.8640613611784347,0.6907313549464128,1.7265727201870842,0.31368631368631367,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,28,-1.792496033360199,0.7347849493065586,1.8073541608678372,0.052525252525252523,0.00101010101010101,989,scaled
meta_analysis,CICQ,HALLMARK SPERMATOGENESIS,74,0.044322940864863485,0.6965554753702409,1.6813290197420663,0.965034965034965,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK TGF BETA SIGNALING,40,0.13977177358883394,0.7081848949646857,1.7397460586096078,0.8758758758758759,0.001001001001001001,998,scaled
meta_analysis,CICQ,HALLMARK TNFA SIGNALING VIA NFKB,164,-1.574926205672753,0.7136823979711132,1.696036036410653,0.06793206793206794,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK UNFOLDED PROTEIN RESPONSE,79,-0.34277605828599755,0.7194351765988363,1.731859092242793,0.7042957042957043,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK UV RESPONSE DN,128,0.16895075974771817,0.7264900812764631,1.756557670214186,0.8491508491508492,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK UV RESPONSE UP,104,0.025907082362676467,0.681091087742643,1.6015379598553705,0.987012987012987,0.000999000999000999,1000,scaled
meta_analysis,CICQ,HALLMARK WNT BETA CATENIN SIGNALING,29,-0.034526613082313556,0.7140681645913489,1.691937716318981,0.9758551307847082,0.001006036217303823,993,scaled
meta_analysis,CICQ,HALLMARK XENOBIOTIC METABOLISM,136,-0.34561372263396445,0.7229454972266881,1.8031491531900763,0.7162837162837162,0.000999000999000999,1000,scaled
meta_analysis,CICQ,Lysosomal Genes,138,1.4898317247956026,0.7006706353910488,1.675197274657994,0.08791208791208792,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK ADIPOGENESIS,142,0.8796153770275916,0.5368380331482485,1.2827707415581233,0.1968031968031968,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK ALLOGRAFT REJECTION,133,0.04179371045286226,0.5491096521929293,1.3297219936763287,0.9500499500499501,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK ANDROGEN RESPONSE,75,-1.388332017430263,0.5549169358249539,1.3361453370557363,0.04695304695304695,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK ANGIOGENESIS,28,-0.5507431065629329,0.574540018355495,1.4705284286186655,0.4214214214214214,0.001001001001001001,998,scaled
meta_analysis,SSCQ,HALLMARK APICAL JUNCTION,152,0.34927924065614435,0.5510854469307236,1.3625415103153067,0.6193806193806194,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK APICAL SURFACE,31,0.8114881377487225,0.5405869769834735,1.3292934904158422,0.2359437751004016,0.001004016064257028,995,scaled
meta_analysis,SSCQ,HALLMARK APOPTOSIS,123,0.15031525214705516,0.5488771077274103,1.3492010406724184,0.8181818181818182,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK BILE ACID METABOLISM,79,-0.1985257273904438,0.5376926561765616,1.3314772657822969,0.7552447552447552,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK CHOLESTEROL HOMEOSTASIS,58,-0.6343348775881517,0.5385886224905705,1.3261455911895845,0.3546453546453546,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK COAGULATION,77,0.7755586735516824,0.5307080775182551,1.310431614109603,0.24275724275724275,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK COMPLEMENT,127,0.7753636733524403,0.5440172357326313,1.3441344698264655,0.25574425574425574,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK DNA REPAIR,93,1.3258355859445132,0.5526122353565616,1.3545208649066074,0.056943056943056944,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK E2F TARGETS,136,0.7046523509887478,0.5392749272050644,1.3766699917578151,0.2867132867132867,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,153,-0.6586582538573917,0.5380542946687017,1.3004164702565657,0.3176823176823177,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK ESTROGEN RESPONSE EARLY,150,0.3829114580609872,0.5507611125727863,1.302345926714888,0.5704295704295704,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK ESTROGEN RESPONSE LATE,150,-0.6816263009171326,0.5315794692657844,1.3347892951819837,0.3106893106893107,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK FATTY ACID METABOLISM,107,-0.22527768446843324,0.5448424459044134,1.3587550454396757,0.7482517482517482,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK G2M CHECKPOINT,142,0.5349565145565893,0.5534649813642418,1.3514625209017461,0.4385614385614386,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK GLYCOLYSIS,139,-0.02032133318417817,0.5446997205390783,1.3398595127865458,0.9790209790209791,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK HEDGEHOG SIGNALING,32,-1.3247393892748585,0.5486981669116561,1.3615959513284355,0.059940059940059943,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK HEME METABOLISM,142,1.6578272383598995,0.5488124504583519,1.3036448055749397,0.01098901098901099,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK HYPOXIA,142,0.6533100319817166,0.5484782818678473,1.2976942931048454,0.33966033966033965,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK IL2 STAT5 SIGNALING,148,0.6321364354421339,0.5381645836691565,1.3128609457182236,0.34265734265734266,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK IL6 JAK STAT3 SIGNALING,57,-0.5587182345095071,0.5582581272311687,1.3489207086668362,0.4155844155844156,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK INFLAMMATORY RESPONSE,146,0.23063394937761542,0.5410822441734793,1.3314781188141565,0.7342657342657343,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK INTERFERON ALPHA RESPONSE,66,-0.5697810504358732,0.5461909665859016,1.284918921895083,0.40559440559440557,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK INTERFERON GAMMA RESPONSE,134,-0.20855991456162157,0.5506781085440332,1.3999285183975079,0.7742257742257742,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK KRAS SIGNALING DN,110,0.47646686463863996,0.5468149525136744,1.3095940614148107,0.4875124875124875,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK KRAS SIGNALING UP,155,1.4637833984681254,0.5306253683424911,1.2589319503490435,0.029970029970029972,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK MITOTIC SPINDLE,159,0.8784736322661058,0.5582677493008689,1.3871216240209034,0.21178821178821178,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK MTORC1 SIGNALING,131,0.4992351749517949,0.5494939485837305,1.3381373788689805,0.46353646353646355,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK MYC TARGETS,137,0.2769211350575838,0.5463492831044482,1.2730121580151936,0.7132867132867133,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK MYOGENESIS,156,0.885988026908144,0.5269200893265582,1.2625596929720475,0.1838161838161838,0.000999000999000999,1000,scaled
meta_analysis,SSCQ,HALLMARK NOTCH SIGNALING,26,-0.3831356141115962,0.5842259436958265,1.4747957751538077,0.6149193548387096,0.0010080645161290322,991,scaled
meta_analysis,SSCQ,HALLMARK OXIDATIVE PHOSPHORYLATION,103,-0.5180906811978547,0.5350288254242388,1.3403075546988406,0.4435564435564436,0.000999000999000999,1000,scaled
